wid,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
1851,finish,ˈfɪnɪʃ,finishes,finishes,finishing,finished,finished,"['v. 完成，做好；（使）结束；消耗尽（所剩之物）；（比赛中）获得（名次）；（英式足球用语）进球；对（物件）做最后加工；杀死，歼灭；使精疲力竭；<旧>为（少女）进入上流社会做好准备；<非正式>使精疲力竭', 'n. 结尾，结局；（赛跑、比赛的）终点；最后精细加工；饰面，饰面材料；（葡萄酒或啤酒的）余味']"
1852,finite,ˈfaɪnaɪt,NULL,NULL,NULL,NULL,NULL,"['adj. 有限的，有限制的；限定的', 'n. 有限之物']"
1853,fire,ˈfaɪə(r),fires,fires,firing,fired,fired,"['n. 失火，火灾；火焰；炉火，灶火；<英>取暖器；射击，火力；怒火，激情；严厉批评，猛烈批判', 'v. 射击，开火；射（箭）；扔，抛；点火，启动；连珠炮似的提出（问题）；解雇，开除；激发；烧制（陶器）']"
1854,fireman,ˈfaɪəmən,firemen,NULL,NULL,NULL,NULL,"['n. 消防队员；救火队员；锅炉工', 'n. （Fireman）人名；（英）法尔曼']"
1855,fireplace,ˈfaɪəpleɪs,fireplaces,NULL,NULL,NULL,NULL,['n. 壁炉；（作装饰用的）壁炉架']
1856,firm,fɜːm,firms,firms,firming,firmed,firmed,"['n. 公司，商行；（以顾问医师为首的）医务小组；<英，非正式>（敌视敌对球队球迷的）球迷俱乐部，球迷联盟', 'adj. 结实的，坚硬的；牢固的，稳固的；坚定的，坚决的；强有力的；牢牢掌控的；坚挺的；确切的，可靠的；严厉的，强硬的', 'v. 使强壮，使坚实；坚挺，稳步上涨；敲定', 'adv. 坚定地，坚决地']"
1857,fisherman,ˈfɪʃəmən,fishermen,NULL,NULL,NULL,NULL,['n. 渔夫；渔人']
1858,fist,fɪst,fists,fists,fisting,fisted,fisted,"['n. 拳，拳头；抓住，抓牢；<非正式>手迹，笔迹；指标参见号', 'v. 用拳头打；握成拳；把拳头伸进（肛门或阴道）']"
1859,fit,fɪt,fits,fits,fitting,fitted或fit,fitted或fit,"['v. 适合，合身；适应，合得来；可容纳，装进；试穿（衣服）；和……相称，符合；为放置（于……）而设计；安置，安装（在某处）；安排时间会面，安排时间做（某事）；（疾病）发作', 'adj. 健康的，健壮的；合适的，适当的；合格的，胜任的；<俚>性感的；<非正式>快要，就要', 'n. 适合，合身；匹配，相配；痉挛，昏厥；一阵，突发', '【名】 （Fit）（捷、罗）菲特（人名）']"
1860,fitting,ˈfɪtɪŋ,NULL,NULL,NULL,NULL,NULL,"['n. 配件，附件；试穿，试衣；可移动的定位安装家具；安装，装配', 'adj. 合适的，恰当的', 'v. 可容纳，装进；和……相称，符合；（疾病）发作（fit 的现在分词）', '【名】  （Fitting）（美）菲廷（人名）']"
1861,fix,fɪks,fixes,fixes,fixing,fixed,fixed,"['v. 修理，维修；确定（时间、地点、价格等）；安排，组织；处理，解决（问题等）；固定，安装；盯住，凝视；（注意力）集中在，专心考虑；牢记，铭记；把（枪、相机、雷达）对准（或瞄准、指向）；在（比赛、竞选等活动中）作弊，操纵；梳洗，整理；<非正式>提供，准备（尤指食物）；<非正式>惩罚，收拾；固着（颜色），定（影）；<非正式>阉割（动物）；<俚>注射毒品；<非正式>为（某人）介绍（男友或女友）', 'n. （尤指简单、暂时的）解决方法；<非正式>受操纵的事，勾当；<非正式>窘境，困境；<俚语>（毒品或致瘾物的）一次用量；（车辆的）方位，方位确定；理解，了解', '【名】 （Fix）（美）菲克斯（人名）']"
1862,fixture,ˈfɪkstʃə(r),fixtures,NULL,NULL,NULL,NULL,['n. 固定装置，固定家具；既定人选（或事物）；（预定的）体育赛事']
1863,flag,flæɡ,flags,flags,flagging,flagged,flagged,"['n. 旗帜；国旗；信号旗，标志旗；菖蒲，鸢尾；铺路用的厚石板（多为矩形或正方形）；（在街上慈善捐赠后获得的）小纸徽；（用作标志的）旗状装置（或符号、图画）；出租车空车显示器；特征位；旗舰', 'v. 给……做标记；示意……停下来，挥手示停；（裁判向场内）丢旗判罚；疲乏，热情衰减；引起对……的注意']"
1864,flame,fleɪm,flames,flames,flaming,flamed,flamed,"['n. 火焰，火舌；强烈的感情，激情；含辱骂内容的电子邮件；<非正式>恋人，情人', 'v. 燃烧；（感情）爆发；（因激动而）变红；发送辱骂资讯', '【名】 （Flame）（法）弗拉姆，（西）弗拉梅（人名）']"
1865,flap,flæp,flaps,flaps,flapping,flapped,flapped,"['n. 片状悬垂物；拍打，拍动；（飞机的）襟翼；<非正式>混乱，激动；<美>群众愤怒，大众批评', 'v. <非正式>激动，紧张；摆动，拍打']"
1866,flare,fleə(r),flares,flares,flaring,flared,flared,"['v. 突然烧旺，闪耀；突发，加剧；突然发怒，突然爆发；张开，展开', 'n. 闪耀的光；闪光装置，信号弹；突然发怒，发脾气；喇叭裤；（发炎等症状的）突然复发；（太阳等恒星的）耀斑；（底片上的）翳雾斑；船舷的翻边']"
1867,flash,flæʃ,flashes,flashes,flashing,flashed,flashed,"['v. 闪光，闪亮；（快速）出示，显示；飞驰，掠过；闪现；迅速播出，传送（信息）；突然显露（强烈情感）；<非正式>当众暴露（性器官）；<非正式>（为引人注目而）展示，炫耀；（尤指用无线电或光波）通信，联络', 'n. 闪光；闪光灯；闪现；（军装上的）肩章；网站动画程序；花哨，噱头；突然理解，顿悟；（感情的）突发；<非正式>炫耀财富，夸富；（产品包装上用来吸引顾客眼光的）色带，突显区域；（模塑过程中的）溢料，溢边；（尤指为帮助行船而从堰闸里放出的）水流；飞快的一瞥；（模塑过程中的）溢料，溢边', 'adj. 阔气的，爱显摆的；突然而短暂的；<美，非正式>非常有才能的，杰出的', '【名】 （Flash）（美）弗拉什（人名）']"
1868,flat,flæt,flats,flats,flatting,flatted,flatted,"['adj. 平的，水平的；平坦的；（水面）平静的，波澜不兴的；平滑的；平放的，平躺的，平卧的；足弓平坦的；扁平的；（鞋）平跟的，低跟的；断然的，直截了当的；（费率、价格等）统一的，固定的；（市场、价格等）疲软的，萧条的；枯燥的，无趣的，缺乏热情的；（饮品）走了气的；（轮胎）没气的，瘪的；（电池）电力不足的，没电的；平淡的，无变化的；（音符）降半音的；音调偏低的；色彩单调的，无反差的，无景深的；无光泽的；（图表上的线）平的，无变化的；（组织或系统）内部层次不多的；（关于）无障碍平地赛马的；（面包）未发酵的', 'adv. 水平地；平整地；平贴着；正好；完全地，彻底地；音调偏低地', 'n. <英>公寓，单元房；（通常指近水的）浅滩，洼地；（某物的）平面部份；（音符的）降半音；降半音符号；<美>浅箱，浅苗床；平底鞋，低跟鞋（flats）；漏气轮胎；平板列车，敞车，平台货车；平面布景，布景屏；无障碍平地赛马季节（the Flat）', 'v. 住公寓，伙住公寓；<美>（乐）把（音调）降半音', '【名】 （Flat）（法）弗拉特，（英）弗莱特（人名']"
1869,flatter,ˈflætə(r),NULL,flatters,flattering,flattered,flattered,['v. 奉承，讨好；使高兴，使感到荣幸；使显得更漂亮；使（某物）显得更重要（更好）']
1870,flavor,ˈfleɪvə(r),flavors,flavors,flavoring,flavored,flavored,"['n. 情味，风味；香料；滋味', 'vt. 加味于']"
1871,flaw,flɔː,flaws,flaws,flawing,flawed,flawed,"['n. 缺点，缺陷；裂痕，瑕疵', 'v. 削弱，使失效']"
1872,flee,fliː,NULL,flees,fleeing,fled,fled,['v. 逃离，逃避，逃跑']
1873,fleet,fliːt,fleets,fleets,fleeting,fleeted,fleeted,"['n. 船队，舰队；（某家公司控制的）车队；小湾，水道', 'adj. <文>快速的；快速的；（水）浅的', 'adv. 浅，不深地', 'v. <文>疾驰，飞逝', '【名】 （Fleet）（美）弗利特（人名）']"
1874,flesh,fleʃ,NULL,fleshes,fleshing,fleshed,fleshed,"['n. （人或动物的）肉；（人体的）皮肤；果肉；肉体', 'v. <文>激起……的杀性，使投入血战；刮掉（皮上的）肉', '【名】 （Flesh）（英）弗莱什（人名）']"
1875,flexible,ˈfleksəb(ə)l,NULL,NULL,NULL,NULL,NULL,['adj. 灵活的；柔韧的，易弯曲的']
1876,flight,flaɪt,flights,flights,flighting,flighted,flighted,"['n. 航班，班机；飞行；逃走，逃避；（两个楼层间的）一段楼梯；（一起飞行的）鸟群，机群；（货币或股票的）抛售，抽逃；<文>光阴的飞逝；（跑道）一组跨栏；（使运河水位逐级升高的）多级船闸；过分（或牵强）的想法（或描述）；镖尾', 'v. （足球、板球等）将（球）准确吊传；给（箭，镖）装羽毛（或箭翎）；射击（飞行中的野禽）', '【名】 （Flight）（英）弗莱特（人名）']"
1877,fling,flɪŋ,flings,flings,flinging,flung,flung,"['v. 扔，掷；猛动（身体部位）；粗暴地（向某人）说', 'n. 短暂的风流韵事；一阵尽情的欢乐']"
1878,float,fləʊt,floats,floats,floating,floated,floated,"['v. （使）漂浮，（使）浮动；轻盈走动，飘然移动；提出（想法或计划）；发行（股票）上市；使（货币汇率）自由浮动', 'n. 彩车；鱼漂，浮子；（学游泳用的）浮板；<美，非正式>顶端加冰激凌的饮料；<英，非正式>（商店的）备用零钱；（公司股票）上市，开始发行', '【名】 （Float）（美、英、德）弗洛特（人名）']"
1879,flock,flɒk,flocks,flocks,flocking,flocked,flocked,"['n. （鸟或羊等动物）群；一大群人；（某个教堂的）会众，全体教徒；（填充垫子的）絮屑，毛棉填料；（植绒用的）短绒，绒屑', 'v. 群集，蜂拥', '【名】 （Flock）（德、瑞典）弗洛克（人名）']"
1880,flood,flʌd,floods,floods,flooding,flooded,flooded,"['v. （使）淹没；泛滥；大量涌来，大量涌去；（感觉或回忆）涌上心头；（光线）倾泻，照亮；（使）溢流；（产后等）子宫出血过多，月经过多', 'n. 洪水，水灾；大批，大量（的人或事物）；<文>（海洋、江河等）大水体', '【名】 （Flood）（美、英、加）弗勒德（人名）']"
1881,floor,flɔː(r),floors,floors,flooring,floored,floored,"['n. （房间的）地板，地面；楼层，同楼层所有房间（或地方）；（海、森林、洞穴等的）底部；（工资或物价的）最低额，底价；（建筑物内的）场地，（活动的）场所；（议会的）议员席，全体与会者（the floor）；（辩论中）发言权，发言机会；<非正式>地面；（车厢内的）底板', 'v. （尤指体育运动中）击倒，打倒；使惊讶得不知所措；给…铺设地板（或地面）；<美，非正式>踩足（汽车的）油门，使全速行驶；（被困难）难倒']"
1882,flour,ˈflaʊə(r),flours,flours,flouring,floured,floured,"['n. 面粉，（谷物磨成的）粉', 'v. 在……上撒面粉；<美>把（谷物）磨成粉', '【名】 （Flour）（法）弗卢尔（人名）']"
1883,flourish,ˈflʌrɪʃ,flourishes,flourishes,flourishing,flourished,flourished,"['v. 繁荣，昌盛；挥动；（植物或动物）长势好，茁壮成长', 'n. 夸张动作；（讲话或文章的）华丽辞藻，修饰；花彩号声；（手写花体字的）花饰']"
1884,flow,fləʊ,flows,flows,flowing,flowed,flowed,"['v. 流动，流淌；（人，物）涌向，涌进；顺畅地移动；持续抵达，持续供应（或生产）；（信息）传播，（资金）流通；飘垂，飘拂；强烈感到；（说话或思想）流畅；引发，来自；充满，满是；大量喝，畅饮；涨潮；永久性变形；<非正式>来月经', 'n. 流，流动；车流，人流；持续生产，不断供应；（语言、思路等的）连贯；传播，流通；流速，流率；流动物；流量；大量；涨潮；<苏格兰>湿地，沼泽；形变；<非正式>月经', '【名】  (Flow) （美）弗洛（人名）']"
1885,flower,ˈflaʊə(r),flowers,flowers,flowering,flowered,flowered,"['n. 花，开花植物；精华，最好的部分', 'v. 开花；繁荣，兴旺', '【名】 （Flower）（英）弗劳尔（人名）']"
1886,flu,fluː,NULL,NULL,NULL,NULL,NULL,"['n. 流行性感冒，流感', '【名】 （Flu）（法）弗吕（人名）']"
1887,fluctuate,ˈflʌktʃueɪt,NULL,fluctuates,fluctuating,fluctuated,fluctuated,['v. 波动，起伏不定；使波动，使动摇']
1888,fluent,ˈfluːənt,NULL,NULL,NULL,NULL,NULL,['adj. （说话）流利的；（表达思想）熟练的，流畅的；（做事）娴熟的；畅流的，能流动的']
1889,fluid,ˈfluːɪd,fluids,NULL,NULL,NULL,NULL,"['n. 流体，液体', 'adj. 液体的，流体的；易变的，不稳定的；流畅优美的']"
1890,flush,flʌʃ,flushes,flushes,flushing,flushed,flushed,"['v. （人的皮肤或脸）发红（尤指因病或激动）；冲洗（抽水马桶），（抽水马桶）被冲洗；（用水或其他液体）冲洗；（用液体）冲走；把（猎鸟，动物）赶出隐藏地，使暴露；（使）发光；使（液体）流过；（植物）绽出新芽；嵌平（接合处）', 'n. 脸红，皮肤发红（因尴尬、发热等原因）；一阵强烈情感；（尤指抽水马桶的）冲洗；（厕所里的）冲水设备，抽水马桶；旺盛期；（突如其来的）大量；急流；（树叶或幼苗等）破土而出的时期，（叶、花或果的）繁茂生长；有暖色之处，光亮之处；同花的一手牌，同花顺；驱赶（猎鸟）；（突如其来的）大批，大量', 'adj. （两物体表面）完全齐平的；<非正式>（尤指钱）充裕的，大量的；（门）平的，无装饰的；（印刷文字）不缩排的，齐头排的', 'adv.  （与另一平面）齐平地；不偏不倚地，正好地']"
1891,fly,flaɪ,flies,flies,flying,flew或flied,flown或flied,"['v. 飞，飞翔；（飞机、航天器等）飞行，航行；乘飞机；操纵（飞行器等）；空运；乘飞行器飞越；疾驰，快速移动；放飞（风筝）；自由移动，随风飘拂；悬挂，飘扬；从……逃走，逃离；成功；飞逝；击（球）腾空；流传，四处传播', 'n. 苍蝇；裤门襟；腾空球，高飞球；（帐篷的）篷顶；（剧院）吊景区，悬吊布景的空间；<英>单马出租马车；<澳，非正式>努力，尝试；门帘', 'adj. <非正式>时髦漂亮的；<英，非正式>机灵的', '【名】 （Fly）（英）弗莱，（法）弗利（人名）']"
